"outlet","time","title","url"
"BH",2014-01-24,"WCVB remembers Chet Curtis","http://www.bostonherald.com/entertainment/television/love_that_tv/2014/01/wcvb_remembers_chet_curtis"
"BH",2014-01-24,"Jonny Gomes on A-Rod: 'Not a real good idea to go after our union'","http://www.bostonherald.com/sports/red_sox_mlb/clubhouse_insider/2014/01/jonny_gomes_on_a_rod_not_a_real_good_idea_to_go_after"
"BH",2014-01-24,"Steve Freker resurfaces as head baseball coach at Saugus","http://www.bostonherald.com/sports/high_school/high_school_insider/2014/01/steve_freker_resurfaces_as_head_baseball_coach_at"
"BH",2014-01-24,"DA brings second rape charge against Philip Chism","http://www.bostonherald.com/news_opinion/local_coverage/herald_bulldog/2014/01/da_brings_second_rape_charge_against_philip_chism"
"BH",2014-01-24,"Dane Fletcher 'wouldn't mind' returning to Patriots","http://www.bostonherald.com/sports/patriots_nfl/the_blitz/2014/01/dane_fletcher_wouldnt_mind_returning_to_patriots"
"BH",2014-01-24,"Lorde performs at Soho House ahead of Grammys","http://www.bostonherald.com/entertainment/music/music_news/2014/01/lorde_performs_at_soho_house_ahead_of_grammys"
"BH",2014-01-24,"Pelicans: Anthony Davis deserves All-Star consideration","http://www.bostonherald.com/sports/celtics_nba/nba_coverage/2014/01/pelicans_anthony_davis_deserves_all_star_consideration"
"BH",2014-01-24,"Apparent Thai elephant attack victim was Tufts graduate","http://www.bostonherald.com/news_opinion/local_coverage/2014/01/apparent_thai_elephant_attack_victim_was_tufts_graduate"
"BH",2014-01-24,"Paul Allen gushes about Seahawks, Trail Blazers","http://www.bostonherald.com/sports/patriots_nfl/nfl_coverage/2014/01/owner_allen_gushes_about_seahawks_trail_blazers"
"BH",2014-01-24,"Madonna to perform at the Grammy Awards","http://www.bostonherald.com/entertainment/television/2014/01/madonna_to_perform_at_the_grammy_awards"
"BH",2014-01-24,"Nick Caserio interviews for Dolphins vacant GM position","http://www.bostonherald.com/sports/patriots_nfl/the_blitz/2014/01/nick_caserio_interviews_for_dolphins_vacant_gm_position"
"NT",2014-01-24,"Carmelo Anthony Scores 62 Points, Setting a Knicks Record","http://www.nytimes.com/2014/01/25/sports/basketball/carmelo-anthony-breaks-knicks-points-record.html"
"NT",2014-01-24,"Rangers on Road in the Bronx? Money May Be Why","http://www.nytimes.com/2014/01/25/sports/hockey/rangers-on-road-in-the-bronx-money-may-be-why.html"
"NT",2014-01-24,"After Private Speech on Israel, de Blasio Is Pressed on Openness ...","http://www.nytimes.com/2014/01/25/nyregion/de-blasio-in-private-speech-to-aipac-stresses-commitment-to-israel.html"
"NT",2014-01-24,"Planet Hillary","http://www.nytimes.com/2014/01/26/magazine/hillary-clinton.html"
"NT",2014-01-24,"Natural Gas Prices Soar as Mercury Plummets","http://www.nytimes.com/2014/01/25/business/energy-environment/natural-gas-market-heats-up-as-temperatures-fall.html"
"NT",2014-01-24,"New Commissioner Has Ties to 'Sherlock,' via Barbados","http://www.nytimes.com/2014/01/25/nyregion/new-city-official-has-ties-to-sherlock-via-barbados.html"
"NT",2014-01-24,"Walmart Will Lay Off 2300 Sam's Club Workers","http://www.nytimes.com/2014/01/25/business/walmart-will-lay-off-2300-sams-club-workers.html"
"NT",2014-01-24,"A Mob Life, on the Margins and Out of Favor","http://www.nytimes.com/2014/01/25/nyregion/a-mob-life-on-the-margins-and-out-of-favor.html"
"NT",2014-01-24,"Former Interpreter for The Times Is Killed in Afghanistan","http://www.nytimes.com/2014/01/25/world/asia/former-times-translator-killed-in-afghanistan.html"
"NT",2014-01-24,"On Children's Website, NSA Puts a Furry, Smiley Face on Its Mission","http://www.nytimes.com/2014/01/25/us/on-childrens-website-nsa-puts-a-furry-smiley-face-on-its-mission.html"
"NT",2014-01-24,"A Lawyer and Partner, and Also Bankrupt","http://www.nytimes.com/2014/01/25/business/partner-in-a-prestigious-law-firm-and-bankrupt.html"
"NT",2014-01-24,"The Elders of Organic Farming","http://www.nytimes.com/2014/01/25/business/the-elders-of-organic-farming.html"
"NT",2014-01-24,"Chinatown Revisited","http://www.nytimes.com/2014/01/26/travel/chinatown-revisited.html"
"NT",2014-01-24,"Co-ops Chill, Condos Don't","http://www.nytimes.com/2014/01/26/realestate/co-ops-chill-condos-dont.html"
"NT",2014-01-24,"Library of Congress Acquires Max Roach's Papers","http://www.nytimes.com/2014/01/25/arts/music/library-of-congress-acquires-max-roachs-papers.html"
"NT",2014-01-24,"Bastille and St. Lucia Take Different Musical Routes","http://www.nytimes.com/2014/01/25/arts/music/bastille-and-st-lucia-take-different-musical-routes.html"
"NT",2014-01-24,"Simone Dinnerstein Gives New Twists to Classics","http://www.nytimes.com/2014/01/25/arts/music/simone-dinnerstein-gives-new-twists-to-classics.html"
"NT",2014-01-24,"After a Long Trip, a Good Predators Debut for Del Zotto","http://www.nytimes.com/2014/01/25/sports/hockey/after-a-long-trip-a-good-predators-debut-for-del-zotto.html"
"NT",2014-01-24,"Is It Immoral to Watch the Super Bowl?","http://www.nytimes.com/2014/01/26/magazine/is-it-immoral-to-watch-the-super-bowl.html"
"NT",2014-01-24,"'The Invention of Wings,' by Sue Monk Kidd","http://www.nytimes.com/2014/01/26/books/review/the-invention-of-wings-by-sue-monk-kidd.html"
"NT",2014-01-24,"How Long Have I Got Left?","http://www.nytimes.com/2014/01/25/opinion/sunday/how-long-have-i-got-left.html"
"NT",2014-01-24,"The Couples Therapy Expert Esther Perel Takes On Sex and Sexuality","http://www.nytimes.com/2014/01/26/fashion/Sex-Esther-Perel-Couples-Therapy.html"
"NT",2014-01-24,"Olympic Fears Rattle Athletes and Families","http://www.nytimes.com/2014/01/25/sports/olympics/olympic-fears-rattle-athletes-and-families.html"
"NT",2014-01-24,"Thug-Notes and Other Sites Translate Literature Into Rap","http://www.nytimes.com/2014/01/25/arts/thug-notes-and-other-sites-translate-literature-into-rap.html"
"NT",2014-01-24,"Don't Blame the Maps","http://www.nytimes.com/2014/01/26/opinion/sunday/its-the-geography-stupid.html"
"NT",2014-01-24,"The Doctor-Go-Round","http://www.nytimes.com/interactive/2014/01/26/magazine/mag26-diagnosis.html"
"NT",2014-01-24,"All Together Now, Eyes on the Screen","http://www.nytimes.com/2014/01/26/nyregion/all-together-now-eyes-on-the-screen.html"
"NT",2014-01-24,"When 'Long-Form' Is Bad Form","http://www.nytimes.com/2014/01/25/opinion/when-long-form-is-bad-form.html"
"NT",2014-01-24,"Pipeline Fight Lifts Environmental Movement","http://www.nytimes.com/2014/01/25/us/keystone-xl-pipeline-fight-lifts-environmental-movement.html"
"NT",2014-01-24,"'I, Frankenstein' Stars Aaron Eckhart as the Lonely Ghoul","http://www.nytimes.com/2014/01/25/movies/i-frankenstein-stars-aaron-eckhart-as-the-lonely-ghoul.html"
"NT",2014-01-24,"'Leaving the Sea,' Stories by Ben Marcus","http://www.nytimes.com/2014/01/26/books/review/leaving-the-sea-stories-by-ben-marcus.html"
"NT",2014-01-24,"Old Democratic Name (Nunn) Stakes Bid on Shifting Georgia","http://www.nytimes.com/2014/01/25/us/politics/familiar-name-tries-to-reverse-democrats-slide-in-georgia.html"
"NT",2014-01-24,"'The Ghost of the Mary Celeste,' by Valerie Martin","http://www.nytimes.com/2014/01/26/books/review/the-ghost-of-the-mary-celeste-by-valerie-martin.html"
"NT",2014-01-24,"Following Your Dream Brings Bliss, but Not Always Money","http://www.nytimes.com/2014/01/25/your-money/following-your-dream-doesnt-always-reap-financial-rewards.html"
"NT",2014-01-24,"Writer of a Certain Age","http://www.nytimes.com/2014/01/26/books/review/writer-of-a-certain-age.html"
"NT",2014-01-24,"Judge Orders Hospital to Remove Pregnant Woman From Life Support","http://www.nytimes.com/2014/01/25/us/judge-orders-hospital-to-remove-life-support-from-pregnant-woman.html"
"NT",2014-01-24,"'The Visionist,' by Rachel Urquhart","http://www.nytimes.com/2014/01/26/books/review/the-visionist-by-rachel-urquhart.html"
"NT",2014-01-24,"The Buyback","http://www.nytimes.com/2014/01/26/magazine/the-buyback.html"
"NT",2014-01-24,"Photographs of the Old Penn Station","http://www.nytimes.com/2014/01/26/magazine/photographs-of-the-old-penn-station.html"
"NT",2014-01-24,"In Nuns' Suit, Justices Block Key Mandate in Health Law","http://www.nytimes.com/2014/01/25/us/justices-extend-order-blocking-contraception-mandate-for-nuns.html"
"NT",2014-01-24,"Serendipity: 1. Spreadsheet: 0.","http://www.nytimes.com/2014/01/26/fashion/weddings/serendipity-1-spreadsheet-0.html"
"NT",2014-01-24,"'The Kept,' by James Scott","http://www.nytimes.com/2014/01/26/books/review/the-kept-by-james-scott.html"
"NT",2014-01-24,"The Globalization of Pollution","http://www.nytimes.com/2014/01/25/opinion/the-globalization-of-pollution.html"
"NT",2014-01-24,"The British Series 'Doc Martin' Takes Off in US","http://www.nytimes.com/2014/01/26/arts/television/the-british-series-doc-martin-takes-off-in-us.html"
"NT",2014-01-24,"Shopping Etiquette: For Customers and Sales Workers, Advice on ...","http://www.nytimes.com/2014/01/26/fashion/shopping-etiquette-retail-advice.html"
"NT",2014-01-24,"Zero Traffic Fatalities","http://www.nytimes.com/2014/01/25/opinion/zero-traffic-fatalities.html"
"NT",2014-01-24,"Russia Plans to Extend Snowden Asylum, Lawmaker Says","http://www.nytimes.com/2014/01/25/world/europe/russia-plans-to-extend-snowden-asylum-lawmaker-says.html"
"NT",2014-01-24,"The Penance of Glenn Beck","http://www.nytimes.com/2014/01/25/opinion/the-penance-of-glenn-beck.html"
"NT",2014-01-24,"Duel at the Old Fulton Fish Market","http://www.nytimes.com/2014/01/26/nyregion/duel-at-the-old-fulton-fish-market.html"
"NT",2014-01-24,"A 'Rusalka' Shows Two Sides at the Metropolitan Opera","http://www.nytimes.com/2014/01/25/arts/music/a-rusalka-with-two-sides-at-the-metropolitan-opera.html"
"NT",2014-01-24,"For the Mentally Ill, It's Worse","http://www.nytimes.com/2014/01/25/opinion/nocera-for-the-mentally-ill-its-worse.html"
"NT",2014-01-24,"US Oil Production Keeps Rising Beyond the Forecasts","http://www.nytimes.com/2014/01/25/business/us-oil-production-keeps-rising-beyond-the-forecasts.html"
"NT",2014-01-24,"Chris Abani's 'Secret History of Las Vegas'","http://www.nytimes.com/2014/01/26/books/review/chris-abanis-secret-history-of-las-vegas.html"
"NT",2014-01-24,"Prolonged Fight Feared in Egypt After Bombings","http://www.nytimes.com/2014/01/25/world/middleeast/fatal-bomb-attacks-in-egypt.html"
"NT",2014-01-24,"Albums From George Cables and Zara McFarlane","http://www.nytimes.com/2014/01/26/arts/music/albums-from-george-cables-and-zara-mcfarlane.html"
"NT",2014-01-24,"Charles Wuorinen Adapts 'Brokeback Mountain' as Opera","http://www.nytimes.com/2014/01/26/arts/music/charles-wuorinen-adapts-brokeback-mountain-as-opera.html"
"NT",2014-01-24,"'12 O'Clock Boys' Documents Dirt-Bike Riders in Baltimore","http://www.nytimes.com/2014/01/26/movies/12-oclock-boys-documents-dirt-bike-riders-in-baltimore.html"
"NT",2014-01-24,"Bicyclist Killed by a Bus Rose Above Usual Anonymity of ...","http://www.nytimes.com/2014/01/25/nyregion/bicyclist-killed-by-a-bus-rose-above-usual-anonymity-of-deliverymen-in-the-city.html"
"NT",2014-01-24,"Amy Adams: The Red Carpet Fashion Choices of the 'American ...","http://www.nytimes.com/2014/01/26/fashion/Amy-Adams-American-Hustle-fashion-red-carpet-.html"
"NT",2014-01-24,"'American Hustle' and 'Wolf of Wall Street' as Brutal Comedies","http://www.nytimes.com/2014/01/26/movies/awardsseason/american-hustle-and-wolf-of-wall-street-as-brutal-comedies.html"
"NT",2014-01-24,"The Rights of French Women","http://www.nytimes.com/2014/01/25/opinion/the-rights-of-french-women.html"
"NT",2014-01-24,"'1914,' by Jean Echenoz","http://www.nytimes.com/2014/01/26/books/review/1914-by-jean-echenoz.html"
"NT",2014-01-24,"Anna Netrebko Decorates","http://www.nytimes.com/2014/01/26/realestate/anna-netrebko-decorates.html"
"NT",2014-01-24,"Andrei Tarkovsky's 'Nostalghia' on Blu-ray","http://www.nytimes.com/2014/01/26/movies/homevideo/andrei-tarkovskys-nostalghia-on-blu-ray.html"
"NT",2014-01-24,"'The Guts,' by Roddy Doyle","http://www.nytimes.com/2014/01/26/books/review/the-guts-by-roddy-doyle.html"
"NT",2014-01-24,"Liam Scarlett Creates a Work for City Ballet","http://www.nytimes.com/2014/01/26/arts/dance/liam-scarlett-creates-a-work-for-city-ballet.html"
"NT",2014-01-24,"2 Sides in Syria Peace Talks Agree to Meet in the Same Room ...","http://www.nytimes.com/2014/01/25/world/middleeast/syria.html"
"NT",2014-01-24,"Who Made That Tricycle?","http://www.nytimes.com/2014/01/26/magazine/who-made-that-tricycle.html"
"NT",2014-01-24,"Amy Tan's Evolving Sense of China","http://www.nytimes.com/2014/01/26/travel/amy-tans-evolving-sense-of-china.html"
"NT",2014-01-24,"Welcome or Not, 4000 Football Fans Will Be Afloat at a Hudson ...","http://www.nytimes.com/2014/01/25/nyregion/welcome-or-not-4000-football-fans-will-be-afloat-at-a-hudson-river-pier.html"
"NT",2014-01-24,"'Why I Read,' by Wendy Lesser","http://www.nytimes.com/2014/01/26/books/review/why-i-read-by-wendy-lesser.html"
"NT",2014-01-24,"White House Comeback for Political Affairs Office","http://www.nytimes.com/2014/01/25/us/politics/white-house-comeback-for-political-affairs-office.html"
"NT",2014-01-24,"Writer Tells Africa What He Couldn't Tell 'Mum'","http://www.nytimes.com/2014/01/25/world/africa/as-africa-debates-gay-rights-writer-comes-out.html"
"NT",2014-01-24,"In Russia, Couriers Halt Parcel Delivery","http://www.nytimes.com/2014/01/25/business/in-russia-several-couriers-halt-delivery-of-packages-to-individuals.html"
"NT",2014-01-24,"Dividing the Bank Settlement","http://www.nytimes.com/2014/01/25/opinion/dividing-the-bank-settlement.html"
"NT",2014-01-24,"Loehmann's, Out of Step and Closing Down","http://www.nytimes.com/2014/01/26/nyregion/closing-of-loehmanns-reflects-changes-in-shopping.html"
"NT",2014-01-24,"Greek Orthodox Rally Support for Troubled Home","http://www.nytimes.com/2014/01/25/us/greek-orthodox-americans-rally-support-for-their-troubled-homeland.html"
"NT",2014-01-24,"Report on Unrest Is at Odds With Account of Myanmar","http://www.nytimes.com/2014/01/25/world/asia/un-says-muslims-were-massacred-in-tense-myanmar-region.html"
"NT",2014-01-24,"Kiev Truce Falls Apart, and Unrest Resurges","http://www.nytimes.com/2014/01/25/world/europe/ukraine-protests.html"
"BG",2014-01-25,"Rajon Rondo open to staying with Celtics","https://www.bostonglobe.com/sports/2014/01/25/rajon-rondo-wouldn-mind-staying-with-celtics-for-rest-his-career/BlGb8cTM7S84hCfgCCVVjI/story.html"
"BG",2014-01-25,"Minus Kevin Durant, Thunder roll","https://www.bostonglobe.com/sports/2014/01/25/minus-kevin-durant-thunder-storm-past-celtics/HsesH4SvlfpeIUEK5PwGNN/story.html"
"BG",2014-01-25,"Dining along Arizona's Black Canyon Freeway","https://www.bostonglobe.com/lifestyle/travel/2014/01/25/dining-along-arizona-black-canyon-freeway/RD7CX9FHVwDNhtjkp9E9EN/story.html"
"BG",2014-01-25,"Criminal without a country finally deported","https://www.bostonglobe.com/metro/2014/01/25/immigrant-expelled-from-years-after-was-ordered-deported/rc7VaftmaRpekZZ4T3Pc5H/story.html"
"BG",2014-01-25,"Indoor cycling studios are spinning exercise into gold","https://www.bostonglobe.com/lifestyle/style/2014/01/25/big-spinning-chains-roll-into-boston-part-trend-toward-boutique-workouts-big-classes/bAF3caZ6z6X4abjao5fgoL/story.html"
"BG",2014-01-25,"Winter family getaways","https://www.bostonglobe.com/lifestyle/travel/2014/01/25/winter-family-getaways/viJVlAMKfgRwwxWlI4OreN/story.html"
"BG",2014-01-25,"Craft beers are gaining popularity in Paris","https://www.bostonglobe.com/lifestyle/travel/2014/01/25/craft-beers-are-gaining-popularity-paris/5BEkzZ5bbRv6Oq6L1QAzWJ/story.html"
"BG",2014-01-25,"Encountering wildlife on a canoe trip in Botswana","https://www.bostonglobe.com/lifestyle/travel/2014/01/25/encountering-wildlife-canoe-trip-botswana-okavango-delta/fsWpAV6jsCTjXXY2ZqtXLJ/story.html"
"BG",2014-01-25,"The five stages of a snow day","https://www.bostonglobe.com/lifestyle/2014/01/25/the-five-stages-snow-day/jgl8e665JVYAzieKVh3gxO/story.html"
"BG",2014-01-25,"Developer aims to create game about Iran's 1979 revolution","https://www.bostonglobe.com/arts/movies/2014/01/25/developer-aims-create-video-game-about-iran-revolution/9N3XRxTGVrcKlaOElBN8sN/story.html"
"BG",2014-01-25,"Exploring Sea Island, Ga.","https://www.bostonglobe.com/lifestyle/travel/2014/01/25/exploring-sea-island/bOEfGABuGFuGsIRhi9hmcP/story.html"
"BG",2014-01-25,"Curb on seniors' drugs protested","https://www.bostonglobe.com/news/nation/2014/01/25/proposed-medicare-drug-rules-rein-costs-threaten-industry-profits-patient-access/xHZwPG7175rJwlsl2TiTPL/story.html"
"BG",2014-01-25,"'My Life in Middlemarch' by Rebecca Mead","https://www.bostonglobe.com/arts/books/2014/01/25/review-life-middlemarch-rebecca-mead/TIVWZaDFM9tnIUC1hsbM0K/story.html"
"BG",2014-01-25,"'Call Me Burroughs' by Barry Miles","https://www.bostonglobe.com/arts/books/2014/01/25/the-life-and-times-william-burroughs/NdXpBePErha2VEwsdnzUmN/story.html"
"BG",2014-01-25,"Care.com soars in first day of trading","https://www.bostonglobe.com/business/2014/01/25/care-com-first-many-mass-ipos/Fln2HlId9hgOMfNPSjoydK/story.html"
"BG",2014-01-25,"When iconic American bourbon goes global","https://www.bostonglobe.com/lifestyle/food-dining/2014/01/25/japanese-owners-american-bourbon-promise-business-usual/xrXOJLox3uRNVldZttNpXL/story.html"
"BG",2014-01-25,"Sick kids need faster drug testing","https://www.bostonglobe.com/opinion/2014/01/25/sick-kids-need-faster-drug-testing/Dq0vbAEQ4wlnRCcU5pIsWP/story.html"
"BG",2014-01-25,"New Bedford officer shot during drug raid","https://www.bostonglobe.com/metro/2014/01/25/police-officer-shot-new-bedford-standoff-friday-night/7G6GhExKOS56TU2SyeRn0N/story.html"
"BG",2014-01-25,"Ghosts of the Joads echo through this 'House'","https://www.bostonglobe.com/arts/theater-art/2014/01/25/ghosts-joads-echo-through-this-house/JrfHmFF71xt1SFuXhsA1fP/story.html"
"BG",2014-01-25,"'Orfeo' by Richard Powers","https://www.bostonglobe.com/arts/books/2014/01/25/review-orfeo-richard-powers/Z31JmJqVIUUCN2CVIwY8bJ/story.html"
"BG",2014-01-25,"Bankrupt Building 19 reinvents itself as a rug store","https://www.bostonglobe.com/business/2014/01/25/building-return-rug-store/nGhLngYE7Rz5NYj4iZ4Q1M/story.html"
"BG",2014-01-25,"Patriots' Nick Caserio interviews for Dolphins' GM job","https://www.bostonglobe.com/sports/2014/01/25/patriots-director-player-personnel-nick-caserio-interviews-for-dolphins-opening/XWpruv0J3EthF2x6MkTZkI/story.html"
"BG",2014-01-25,"Minority-owned cable networks hope to blaze a trail","https://www.bostonglobe.com/arts/television/2014/01/25/new-minority-owned-networks-hope-blaze-trail/X4EMY3zvOR314XOqZFrg0K/story.html"
"BG",2014-01-25,"My Instagram: Brad Malenich","https://www.bostonglobe.com/lifestyle/style/2014/01/25/instagram-bradley-malenich/NjkgMbT2uWowZORGsUB1FP/story.html"
"BG",2014-01-25,"UN funding is a small price for peace","https://www.bostonglobe.com/opinion/2014/01/25/funding-small-price-for-peace/XuHm9sbSGVbpDG3IVfml9H/story.html"
"BG",2014-01-25,"Abbado cherished the mysteries inside the music","https://www.bostonglobe.com/arts/music/2014/01/25/abbado-cherished-mysteries-inside-music/ZlCwcpEI0dBdXHFclkHq6J/story.html"
"BG",2014-01-25,"New England winter event roundup","https://www.bostonglobe.com/lifestyle/travel/2014/01/25/new-england-winter-event-roundup/7UpYKjW7DJb3DpBaWoOrgL/story.html"
"BG",2014-01-25,"Aid groups should fight Nigeria's persecution of gays","https://www.bostonglobe.com/opinion/editorials/2014/01/24/nigeria-anti-gay-law-wrong-side-history/zkjSNCnCCp1mnWflpcufpJ/story.html"
"BG",2014-01-25,"The best of Frankenstein","https://www.bostonglobe.com/arts/movies/2014/01/25/the-best-frankenstein/9x1lTwrlIk8RtizGZnlumM/story.html"
"BG",2014-01-25,"Bostonian Eric Butorac rises up in doubles down under","https://www.bostonglobe.com/sports/2014/01/25/bostonian-eric-butorac-rises-doubles-down-under/BhOeNxrD0x7l7gZkekA70O/story.html"
"BG",2014-01-25,"Alingon Mitra's comedic career move is seriously paying off","https://www.bostonglobe.com/arts/theater-art/2014/01/25/comedian-alingon-mitra-career-move-paying-off/T2yDIz9ENOaDd7BzhSYKJO/story.html"
"BG",2014-01-25,"Maynard's finger in the 'Labor Day' pie","https://www.bostonglobe.com/arts/movies/2014/01/25/joyce-maynard-finger-labor-day-pie/ri2bPnxzVbFSweahHJR4rJ/story.html"
"BG",2014-01-25,"Olivia Laing delves into the myth of writing, drinking","https://www.bostonglobe.com/arts/books/2014/01/25/story-behind-book-olivia-laing-trip-echo-spring/tdjZKXcznchWVJoTftPaBM/story.html"
"BG",2014-01-25,"Evaluations reveal skepticism of rail incumbent's improvements","https://www.bostonglobe.com/metro/2014/01/25/commuter-rail-evaluations-reveal-skepticism-incumbent-improvements/jm4oIawa2H5SehSztKHsjN/story.html"
"BG",2014-01-25,"Patterson keeps cranking out novels, ignoring his critics","https://www.bostonglobe.com/arts/books/2014/01/25/james-patterson-keeps-cranking-out-his-novels-and-ignoring-his-critics/bE3dvgtizkvo8viXdUls5N/story.html"
"BG",2014-01-25,"Cruise trends for 2014: Image rehab and new ships","https://www.bostonglobe.com/business/2014/01/25/cruise-trends-image-rehab-and-new-ships/ZHfUDJiczthVD6eeW7gCcI/story.html"
"BG",2014-01-25,"NBA roundup: Carmelo Anthony scores 62 for Knicks","https://www.bostonglobe.com/sports/2014/01/24/aldridge-has-points-following-all-star-snub/NN3ZvYSpKQoiyEdsfJR7fO/story.html"
"BG",2014-01-25,"Luciano Berio and heroic mythology","https://www.bostonglobe.com/arts/music/2014/01/25/luciano-berio-and-master-hero-mythology/pPL2FRB1cWQST8OgvSHo7L/story.html"
"BG",2014-01-25,"Joel? Ethan? Romney has a surprise for you","https://www.bostonglobe.com/arts/movies/2014/01/25/zoom-joel-ethan-gov-romney-has-surprise-for-you/XU8rLYoe1bKbxE1t9GgtDP/story.html"
"BG",2014-01-25,"Notes: Seahawks' Richard Sherman fined for choking gesture","https://www.bostonglobe.com/sports/2014/01/25/nfl-notebook-the-seahawks-richard-sherman-fined-for-taunting-during-nfc-championship-game/tBBnevcotjlCj8V4kX8wvM/story.html"
"BG",2014-01-25,"Winter roundup: Pikus-Pace wins last World Cup skeleton race","https://www.bostonglobe.com/sports/2014/01/24/winter-roundup-american-noelle-pikus-pace-wins-final-world-cup-skeleton-race-her-career/BB2EWNYPaPjpfjZucfNWUI/story.html"
"BH",2014-01-25,"Jakes fight fire and ice in Waltham","http://www.bostonherald.com/news_opinion/local_coverage/2014/01/jakes_fight_fire_and_ice_in_waltham"
"BH",2014-01-25,"Family promise gave life to man in 31-year coma","http://www.bostonherald.com/news_opinion/national/west/2014/01/family_promise_gave_life_to_man_in_31_year_coma"
"BH",2014-01-25,"Eminem, Dr. Dre, Mase, Nas perform at LA show","http://www.bostonherald.com/entertainment/music/music_news/2014/01/eminem_dr_dre_mase_nas_perform_at_la_show"
"BH",2014-01-25,"DeltaWing turning heads, laps at Daytona","http://www.bostonherald.com/sports/other/auto_racing/2014/01/deltawing_turning_heads_laps_at_daytona"
"BH",2014-01-25,"Taylor's growing mullet getting lots of attention","http://www.bostonherald.com/sports/other/auto_racing/2014/01/taylors_growing_mullet_getting_lots_of_attention"
"BH",2014-01-25,"Cibulkova hopes first slam final won't be her last","http://www.bostonherald.com/sports/other/tennis/2014/01/cibulkova_hopes_first_slam_final_wont_be_her_last"
"NT",2014-01-25,"Rangers and Devils Practice on Yankee Stadium Ice","http://www.nytimes.com/2014/01/26/sports/hockey/rangers-and-devils-practice-on-yankee-stadium-ice.html"
"NT",2014-01-25,"An Outpouring of Support as Avonte Oquendo Is Laid to Rest","http://www.nytimes.com/2014/01/26/nyregion/an-outpouring-of-support-as-avonte-oquendo-is-laid-to-rest.html"
"NT",2014-01-25,"Extra Virgin Suicide","http://www.nytimes.com/interactive/2014/01/24/opinion/food-chains-extra-virgin-suicide.html"
